Gender German,Noun German,English US,Difficulty,Topic,German,Rule Ending
die,Laterne,lantern,M,House,die Laterne,Giraffe
der,Latte Macchiato,Latte macchiato,M,Food,der Latte Macchiato,Foto
der,Lauch,leek,A,Food,der Lauch,Bauch
der,Lauf,run,A,Leisure,der Lauf,
der,Lautsprecher,speaker,A,The arts,der Lautsprecher,Tiger
das,Leben,life,B,Science,das Leben,
die,Lebensdauer,lifetime,M,Time,die Lebensdauer,Tiger
das,Lebensmittel,food,M,Food,das Lebensmittel,Büffel
die,Leber,liver,B,Health,die Leber,Tiger
das,Leder,leather,M,Shopping,das Leder,Tiger
die,Leere,emptiness,A,Psychology,die Leere,Giraffe
die,Legende,legend,B,Education,die Legende,Giraffe
der,Lehrer,teacher,M,Education,der Lehrer,Tiger
die,Lehrerin,teacher (female),M,Work,die Lehrerin,Königin
die,Leiche,corpse,A,Society,die Leiche,Giraffe
die,Leichtigkeit,ease,A,Conceptional,die Leichtigkeit,Langsamkeit
die,Leidenschaft,passion,A,Psychology,die Leidenschaft,Mutterschaft
das,Leinen,linen,M,House,das Leinen,Schinken
die,Leistung,performance,B,Conceptional,die Leistung,Kleidung
die,Leiter,ladder,B,House,die Leiter,Tiger
das,Lesen,reading,M,Education,das Lesen,
der,Leser,reader,M,Education,der Leser,Tiger
der,Leutnant,lieutenant,A,Military,der Leutnant,Elefant
das,Licht,light,B,Science,das Licht,
die,Liebe,love,B,Psychology,die Liebe,Giraffe
der,Liebling,darling,M,Family,der Liebling,
das,Lied,song,M,The arts,das Lied,
der,Lieferant,supplier,A,Work,der Lieferant,Elefant
die,Lieferung,delivery,A,Shopping,die Lieferung,Kleidung
der,Lift,elevator,M,Transportation,der Lift,
die,Liga,league,M,Leisure,die Liga,
der ,Likör,liqueur,A,Food,der  Likör,
das,Lila,purple,B,Conceptional,das Lila,
das,Limit,limit,M,Science,das Limit,
die,Limo,lemonade,M,Food,die Limo,Foto
die,Limonade,lemonade,B,Food,die Limonade,Giraffe
die,Linie,line,B,Science,die Linie,Giraffe
der,Link,link,B,Work,der Link,
die,Linse,lentil,A,Food,die Linse,Giraffe
die,Lippe,lip,B,Health,die Lippe,Giraffe
der,Lippenstift,lipstick,M,Shopping,der Lippenstift,
die,Liste,list,B,Work,die Liste,Giraffe
die,Literatur,literature,B,Leisure,die Literatur,Natur
die,Lizenz,license,B,Society,die Lizenz,Eleganz
der,Lkw,truck,A,Transportation,der Lkw,
die,Lobby,lobby,M,House,die Lobby,
das,Loch,hole,B,Nature,das Loch,
die,Locke,curl,A,Conceptional,die Locke,Giraffe
der,Löffel,spoon,A,Food,der Löffel,Büffel
die,Logik,logic,B,Science,die Logik,Musik
das,Logo,logo,B,Society,das Logo,Foto
das,Lokal,pub,B,Society,das Lokal,Regal
der,Lorbeer,laurel,A,Society,der Lorbeer,Tiger
die,Lösung,solution,B,Science,die Lösung,Kleidung
das,Lotto,lottery,B,Leisure,das Lotto,Foto
der,Löwe,lion,M,Animals,der Löwe,Giraffe
die,Lücke,gap,M,Conceptional,die Lücke,Giraffe
die,Luft,air,B,Science,die Luft,
die,Lüge,lie,B,Psychology,die Lüge,Giraffe
die,Luke,hatch,A,Society,die Luke,Giraffe
die,Lunge,lung,M,Health,die Lunge,Giraffe
die,Macht,power,A,Society,die Macht,
das,Mädchen,girl,M,Family,das Mädchen,Häuschen
das,Magazin,magazine,M,Leisure,das Magazin,
der,Magen,stomach,A,Health,der Magen,Schinken
die,Magie,magic,B,Education,die Magie,Giraffe
der,Mai,May,B,Time,der Mai,
der,Mais,corn,M,Food,der Mais,
das,Make-up,make-up,A,Shopping,das Make-up,
der,Maler,painter,B,Work,der Maler,Tiger
die,Mama,mom,B,Family,die Mama,
das,Management,management,B,Work,das Management,Monument
die ,Mandarine,tangerine,A,Food,die  Mandarine,Giraffe
die ,Mandel,almond,M,Food,die  Mandel,Büffel
der,Mangel,lack (shortage),B,Health,der Mangel,Büffel
die,Mango,mango,M,Food,die Mango,Foto
der,Mann,man,B,Society,der Mann,
die,Mannschaft,team,M,Leisure,die Mannschaft,Mutterschaft
die,Manschette,cuff,A,Shopping,die Manschette,Giraffe
der,Mantel,coat,B,Shopping,der Mantel,Büffel
die,Mappe,binder,A,Education,die Mappe,Giraffe
das,Märchen,tale,A,Education,das Märchen,Häuschen
die,Marine,navy,B,Military,die Marine,Giraffe
die,Marke,brand,M,Shopping,die Marke,Giraffe
der,Marker,marker ,B,Education,der Marker,Tiger
das ,Marketing,marketing,B,Work,das  Marketing,Marketing
der,Markt,market,B,Shopping,der Markt,
der,Marmor,marble,M,House,der Marmor,Alligator
der,Mars,Mars,A,Science,der Mars,
der,Marsch,march,A,Military,der Marsch,
der,März,March,B,Time,der März,
die,Maschine,machine,B,Work,die Maschine,Giraffe
die,Maske,mask,M,The arts,die Maske,Giraffe
der ,Maskenball,masked ball,A,Leisure,der Maskball,Fußball
das,Maß,measure,M,Science,das Maß,
die,Masse,mass,B,Science,die Masse,Giraffe
das,Match,match,A,Leisure,das Match,
das,Material,material,M,House,das Material,Regal
die,Mathematik,mathematics,B,Science,die Mathematik,Musik
die,Matratze,mattress,M,House,die Matratze,Giraffe
die,Matte,mat,A,House,die Matte,Giraffe
die,Mauer,wall,B,House,die Mauer,Tiger
das,Maultier,mule,A,Animals,das Maultier,Tiger
der,Maulwurf,mole,A,Animals,der Maulwurf,
der,Maurer,mason,M,Work,der Maurer,Tiger
die,Maus,mouse,M,Animals,die Maus,
das,Mäuslein,little mouse,M,Animals,das Mäuslein,Häuschen
das,Maximum,maximum,M,Science,das Maximum,Museum
das,Medikament,medication,B,Health,das Medikament,Monument
das,Medium,media,B,Leisure,das Medium,Museum
die,Medizin,medicine,B,Health,die Medizin,
das,Meer,sea,B,Nature,das Meer,Tiger
das,Meeting,meeting,B,Work,das Meeting,Marketing
die,Meinung,opinion,A,Psychology,die Meinung,Kleidung
der,Meißel,chisel,A,The arts,der Meißel,Büffel
der,Meister,master,M,Work,der Meister,Tiger
die,Melodie,tune,M,The arts,die Melodie,Giraffe
das,Memo,memo,M,Conceptional,das Memo,Foto
die,Menge,crowd,A,Society,die Menge,Giraffe
der,Mensch,human ,A,Health,der Mensch,
die,Menschlichkeit,humanity,A,Society,die Menschlichkeit,Langsamkeit
die,Mentalität,mentality,M,Psychology,die Mentalität,Antiquität
das,Menü,menu,M,Food,das Menü,
der,Merkur,Mercury,A,Science,der Merkur,Natur
das,Messer,knife,A,Food,das Messer,Tiger
das,Messgerät,measuring instrument,A,House,das Messgerät,
das,Metall,metal,B,Science,das Metall,Fußball
die,Methode,method,M,Work,die Methode,Giraffe
der,Metzger,butcher,A,Work,der Metzger,Tiger
die,Metzgerei,butcher,A,Work,die Metzgerei,
die,Miete,rent,A,House,die Miete,Giraffe
die,Milch,milk,B,Food,die Milch,
der,Militärstützpunkt,military base ,A,Military,der Militärstützpunkt,
die,Million,million ,B,Science,die Million,Emotion
die,Mine,mine,A,Nature,die Mine,Giraffe
das,Minimum,minimum,B,Society,das Minimum,Museum
der,Minister,minister,B,Work,der Minister,Tiger
das,Ministerium,ministry,M,Society,das Ministerium,Museum
die,Minute,minute,B,Time,die Minute,Giraffe
die,Mission,mission,M,Military,die Mission,Emotion
das,Mitglied,member,B,Society,das Mitglied,
das,Mitleid,pity,M,Psychology,das Mitleid,
der,Mittag,noon,M,Time,der Mittag,Schlag
das,Mittagessen,lunch,A,Food,das Mittagessen,
die,Mitte,middle,B,Conceptional,die Mitte,Giraffe
die,Mitteilung,announcement,A,Society,die Mitteilung,Kleidung
das,Mittel,middle,M,Conceptional,das Mittel,Büffel
die,Mitternacht,midnight,M,Time,die Mitternacht,
der,Mittwoch,Wednesday,M,Time,der Mittwoch,
das,Möbel,furniture,A,House,das Möbel,Büffel
die,Mode,fashion,B,Shopping,die Mode,Giraffe
das,Model,model,M,Work,das Model,Büffel
die,Möglichkeit,possibility,A,Psychology,die Möglichkeit,Langsamkeit
der,Moment,moment,B,Time,der Moment,Monument
der,Monat,month,M,Time,der Monat,
der,Mönch,monk,A,Work,der Mönch,
der,Mond,moon,B,Nature,der Mond,Hund
das,Mondlicht,moonlight,A,Nature,das Mondlicht,
der,Mondmonat,lunar month,A,Time,der Mondmonat,
der,Monitor,display,A,Society,der Monitor,Alligator
das,Monster,monster,M,Education,das Monster,Tiger
der,Montag,Monday,B,Time,der Montag,Schlag
das,Monument,monument,B,Society,das Monument,Monument
die,Moral,moral,B,Psychology,die Moral,Regal
der,Mord,murder,M,Society,der Mord,
der,Mörder,murderer,M,Society,der Mörder,Tiger
der,Morgen,morning,B,Time,der Morgen,Schinken
die,Morgendämmerung,dawn,A,Nature,die Morgendämmerung,Kleidung
das,Mosaik,mosaic,B,The arts,das Mosaik,Musik
das,Motel,motel,M,Transportation,das Motel,Büffel
der,Motor,engine,B,Transportation,der Motor,Alligator
das,Motto,motto,B,Society,das Motto,Foto
die,Mühle,mill,M,Food,die Mühle,Giraffe
der,Müll,garbage,B,House,der Müll,
der,Müller,miller,A,Work,der Müller,Tiger
das,Multitasking,multitasking,B,Conceptional,das Multitasking,Marketing
der,Mund,mouth,B,Health,der Mund,Hund
die,Münze,coin,A,Science,die Münze,Giraffe
die,Muschel,shell,A,Animals,die Muschel,Büffel
das,Museum,museum,B,The arts,das Museum,Museum
die,Musik,music,B,The arts,die Musik,Musik
der,Musikant,musician,M,Work,der Musikant,Elefant
der,Musiker,musician,M,The arts,der Musiker,Tiger
der,Muskel,muscle,M,Health,der Muskel,Büffel
der,Mustang,mustang,A,Animals,der Mustang,
das,Muster,pattern,A,The arts,das Muster,Tiger
der,Mut,courage,A,Psychology,der Mut,
die,Mutter,mother,B,Family,die Mutter,Tiger
die,Mutterschaft,maternity,A,Family,die Mutterschaft,Mutterschaft
der,Nachbar,neighbor,M,House,der Nachbar,
die,Nachbarschaft,neighborhood,M,Society,die Nachbarschaft,Mutterschaft
die,Nachfrage,demand,M,Science,die Nachfrage,Giraffe
der,Nachmittag,afternoon,M,Time,der Nachmittag,Schlag
die,Nachricht,news ,M,Society,die Nachricht,
die,Nacht,night,M,Time,die Nacht,
die,Nachtigall,nightingale,M,Animals,die Nachtigall,Fußball
die,Nadel,needle,M,Health,die Nadel,Büffel
der,Nagel,nail,B,Health,der Nagel,Büffel
der,Name,name,B,Society,der Name,Giraffe
die,Narbe,scar,A,Health,die Narbe,Giraffe
die,Nase,nose,B,Health,die Nase,Giraffe
das,Nasenloch,nostril,M,Health,das Nasenloch,
die,Nation,nation,B,Society,die Nation,Emotion
die,Nationalität,nationality,B,Society,die Nationalität,Antiquität
die,Natur,nature,B,Nature,die Natur,Natur
der,Nebel,fog,A,Nature,der Nebel,Büffel
der,Neffe,nephew ,M,Family,der Neffe,Giraffe
die,Neigung,inclination,M,Psychology,die Neigung,Kleidung
der,Neptun,Neptune,A,Science,der Neptun,
der,Nerv,nerve,M,Health,der Nerv,
das,Nest,nest,M,Nature,das Nest,
das,Networking,networking,B,Conceptional,das Networking,Marketing
das,Netz,web,B,Work,das Netz,
das,Netzwerk,network,B,Work,das Netzwerk,
die,Neugier,curiosity,A,Psychology,die Neugier,Tiger
die,Nichte,niece,B,Family,die Nichte,Giraffe
der ,Niederschlag,precipitation,A,Nature,der Niederschlag,
der,Nippel,nipple,M,Health,der Nippel,Büffel
die,Nonne,nun,A,Society,die Nonne,Giraffe
der,Norden,north,B,Nature,der Norden,Schinken
der,Nordpol,North Pole,M,Nature,der Nordpol,
die,Note,mark,M,Education,die Note,Giraffe
das,Notebook,notebook,B,Work,das Notebook,
der,Notfall,emergency,A,Society,der Notfall,Fußball
die,Notiz,note,B,Education,die Notiz,
der,November,November,B,Time,der November,Tiger
die,Nudel,noodle,M,Food,die Nudel,Büffel
die ,Nuss,nut,M,Food,die  Nuss,
die,Oberfläche,surface,B,Science,die Oberfläche,Giraffe
der,Oberschenkel,thigh,A,Health,der Oberschenkel,Büffel
der,Oberst,colonel,A,Military,der Oberst,
das,Objekt,object,B,Conceptional,das Objekt,
das,Obst,fruit,A,Food,das Obst,
der,Ochse,bullock,A,Animals,der Ochse,Giraffe
die,Öffentlichkeit,public,A,Society,die Öffentlichkeit,Langsamkeit
der,Offizier,officer,M,Work,der Offizier,Tiger
die,Öffnung,opening ,A,Time,die Öffnung,Kleidung
das,Ohr,ear,M,Health,das Ohr,
der,Ohrring,earring,M,Shopping,der Ohrring,
der ,Okkupant,occupier,A,Military,der Okkupant,Elefant
der,Oktober,October,B,Time,der Oktober,Tiger
das,Öl,oil,M,Food,das Öl,
die,Oma,granny,M,Family,die Oma,
der,Onkel,uncle,B,Family,der Onkel,Büffel
der,Opa,grandpa,B,Family,der Opa,Tiger
die,Oper,opera,M,The arts,die Oper,Tiger
die,Operation,surgery,B,Health,die Operation,Emotion
das,Opfer,victim,M,Society,Gärtner,Tiger
das,Opfer,victim,A,Military,das Opfer,
der,Opponent,opponent,B,Military,der Opponent,
die,Option,option,B,Psychology,die Option,Emotion
die,Orange,orange,B,Food,die Orange,Giraffe
der,Ordner,folder,A,Education,der Ordner,Tiger
die,Ordnung,order,M,Military,die Ordnung,Kleidung
das,Organ,organ,B,Health,das Organ,
die,Organisation,organization,B,Society,die Organisation,Emotion
die,Orgel,organ,A,The arts,die Orgel,Büffel
der,Ort,place,A,Transportation,der Ort,
der,Osten,east,B,Nature,der Osten,Schinken
das,Outfit,outfit,M,Shopping,das Outfit,
das,Outsourcing,outsourcing,B,Work,das Outsourcing,Marketing
der ,Overall,overall,M,Conceptional,der Overall,Fußball
der,Ozean,ocean,M,Nature,der Ozean,
das,Paar,pair,B,Conceptional,das Paar,
das,Paket,package,M,Shopping,das Paket,
der,Palast,palace,M,House,der Palast,
die,Palette,palette ,B,The arts,die Palette,Giraffe
die,Panik,panic,M,Psychology,die Panik,Musik
der,Panzer,tank,A,Military,der Panzer,Tiger
der,Papa,daddy,B,Family,der Papa,
das,Papier,paper,B,Society,das Papier,Tiger
die,Parade,parade,M,Military,die Parade,Giraffe
das,Parfum,perfume,A,Shopping,das Parfum,Museum
der,Park,park,B,Nature,der Park,
das,Parlament,parliament,M,Society,das Parlament,Monument
der,Partner,partner,B,Society,der Partner,Tiger
die,Party,party,B,Leisure,die Party,
der,Pass,pass,M,Leisure,der Pass,
der,Passagier,passenger,B,Transportation,der Passagier,Tiger
der,Passat,foehn,A,Nature,der Passat,
der,Pate,godfather,M,Family,der Pate,Giraffe
der,Patient,patient,B,Health,der Patient,
die,Patientin,patient (female),B,Health,die Patientin,Königin
die,Patin,godmother,M,Family,die Patin,Königin
die,Patrouille,patrol,A,Society,die Patrouille,Giraffe
die,Pause,pause,M,Time,die Pause,Giraffe
das,Pedal,pedal,B,Transportation,das Pedal,Regal
die,Periode,period,B,Time,die Periode,Giraffe
die,Perle,pearl,A,Nature,die Perle,Giraffe
die,Person,person,B,Health,die Person,
das,Personal,staff,B,Work,das Personal,Regal
die,Persönlichkeit,personality,B,Psychology,die Persönlichkeit,Langsamkeit
der,Pfad,path,M,Nature,der Pfad,
die,Pfanne,pan,A,Food,die Pfanne,Giraffe
der,Pfarrer,pastor,M,Work,der Pfarrer,Tiger
die,Pfeife,pipe,M,Leisure,die Pfeife,Giraffe
der,Pfeil,arrow,A,Military,der Pfeil,
das,Pferd,horse,B,Animals,das Pferd,
der,Pfirsich,peach,A,Food,der Pfirsich,König
die,Pflanze,plant,B,Nature,die Pflanze,Giraffe
die ,Pflaume,plum,A,Food,die  Pflaume,Giraffe
die,Pflege,care,M,Health,die Pflege,Giraffe
die,Pflicht,duty,A,Society,die Pflicht,
die,Pfote,paw,M,Animals,die Pfote,Giraffe
das,Pfund,pound,A,Society,das Pfund,Hund
die,Phantasie,fantasy,B,Psychology,die Phantasie,Giraffe
die,Physik,physic,B,Health,die Physik,Musik
die ,Physikerin,physicist (female),M,Work,die Physikerin,Königin
das,Piano,piano,B,The arts,das Piano,Foto
das,Picknick,picnic,A,Leisure,das Picknick,Dreck
die,Pille,pill,M,Health,die Pille,Giraffe
der,Pilot,pilot,M,Work,der Pilot,
der,Pinsel,brush,A,The arts,der Pinsel,Büffel
der,Pirat,pirate,M,Society,der Pirat,
die,Piste,piste,A,Leisure,die Piste,Giraffe
die,Pistole,pistol,M,Military,die Pistole,Giraffe
die,Pizza,pizza,B,Food,die Pizza,
das,Plakat,poster,A,Society,das Plakat,
der,Plan,plan,B,Work,der Plan,
der,Planet,planet,B,Science,der Planet,
das,Platin,platinum,B,Conceptional,das Platin,
die,Platte,disk,M,Work,die Platte,Giraffe
die,Plattform,platform,B,Transportation,die Plattform,
der,Platz,place,B,Transportation,der Platz,
der,Plunder,junk,A,House,der Plunder,Tiger
der,Plural,plural,M,Conceptional,der Plural,Regal
die,Poesie,poetry,M,The arts,die Poesie,Giraffe
der,Pokal,trophy,M,Conceptional,der Pokal,Regal
der,Pol,pole,M,Nature,der Pol,
die,Politik,politics,B,Society,die Politik,Musik
die,Polizei,police,B,Society,die Polizei,
der,Polizist,policeman,B,Society,der Polizist,
die,Polizistin,policewoman,M,Work,die Polizistin,Königin
das,Polo,polo,B,Leisure,das Polo,Foto
das,Polster,upholstery,A,House,das Polster,Tiger
der,Pop,pop,B,The arts,der Pop,
das,Portal,portal,B,House,das Portal,Regal
das,Portal,portal,M,conceptional,das Portal,Regal
das,Portfolio,portfolio,M,Conceptional,das Portfolio,Foto
die,Portion,portion,M,Food,die Portion,Emotion
das,Porträt,portrait,B,The arts,das Porträt,
das,Portugiesisch,Portuguese (language),M,Education,das Portugiesisch,
die,Position,position,M,Science,die Position,Emotion
die,Post,mail,B,Society,die Post,
der,Praktikant,trainee,A,Work,der Praktikant,Elefant
die,Präsentation,presentation ,M,Education,die Präsentation,Emotion
der,Präsident,president,M,Work,der Präsident,
der,Prediger,preacher,M,The arts,der Prediger,Tiger
der,Preis,price,B,Shopping,der Preis,
die,Presse,press,M,Leisure,die Presse,Giraffe
das,Prestige,prestige,B,Leisure,das Prestige,Giraffe
der,Priester,priest,B,Work,der Priester,Tiger
der,Prinz,prince,M,Society,der Prinz,
die,Prinzessin,princess,B,Education,die Prinzessin,Königin
das,Prinzip,principle,M,Psychology,das Prinzip,
die,Priorität,priority,B,Society,die Priorität,Antiquität
das,Privatleben,private life,M,Psychology,das Privatleben,
die,Privatschule,private school ,B,Education,die Privatschule,Giraffe
das,Problem,problem,B,Conceptional,das Problem,
das,Produkt,product,B,Shopping,das Produkt,
die,Produktion,production,B,Work,die Produktion,Emotion
der,Professor,professor,B,Work,der Professor,Alligator
der,Professor,professor ,B,Education,der Professor,Alligator
das,Profil,profile,M,Society,das Profil,
das,Programm,program,B,Work,das Programm,
das,Projekt,project,B,Work,das Projekt,
der,Projektor,projector,B,Work,der Projektor,Alligator
die,Propaganda,propaganda ,B,Military,die Propaganda,
der,Prospekt,leaflet,A,Shopping,der Prospekt,
der,Protest,protest,B,Psychology,der Protest,
der,Protestant,protestant,B,Society,der Protestant,Elefant
das,Protokoll,protocol,B,Conceptional,das Protokoll,
das,Prozent,percent,M,Science,das Prozent,
der,Prozess,process,B,Conceptional,der Prozess,
der,Prozessor,processor,B,Work,der Prozessor,Alligator
die,Prüfung,exam,A,Education,die Prüfung,Kleidung
die,Pubertät,puberty,M,Health,die Pubertät,Antiquität
das,Publikum,audience,A,The arts,das Publikum,Museum
der,Pudding,pudding,M,Food,der Pudding,Marketing
der,Pullover,sweater,B,Shopping,der Pullover,Tiger
das,Pulver,powder,B,Science,das Pulver,Tiger
die,Pumpe,pump,B,Work,die Pumpe,Giraffe
der,Punkt,point,B,Conceptional,der Punkt,
die,Punktzahl,score,A,Leisure,die Punktzahl,
die,Puppe,doll,M,House,die Puppe,Giraffe
das,Quadrat,square,A,Science,das Quadrat,
die,Qualifikation,qualification ,B,Education,die Qualifikation,Emotion
die,Qualität,quality,B,Conceptional,die Qualität,Antiquität
das,Quartal,quarter,M,Conceptional,das Quartal,Regal
der,Quarz,quartz,A,Science,der Quarz,
das,Quechua,Quechuan (language),A,Education,das Quechua,
die,Quelle,spring,A,Nature,die Quelle,Giraffe
der,Rabbi,rabbi,M,Society,der Rabbi,
das,Rad,wheel,A,Transportation,das Rad,
der,Radiator,radiator,B,House,der Radiator,Alligator
das,Radio,radio,B,Leisure,das Radio,Foto
der,Rahmen,frame,A,House,der Rahmen,Schinken
die,Rakete,rocket,M,Transportation,die Rakete,Giraffe
die,Rampe,ramp,M,Transportation,die Rampe,Giraffe
die,Ranch,ranch,A,Animals,die Ranch,
der,Rand,edge,A,Conceptional,der Rand,Hund
der,Rang,rank,M,Military,der Rang,
der,Rasen,lawn,A,Nature,der Rasen,Schinken
die,Rast,rest,B,Leisure,die Rast,
die,Rate,rate,M,Science,die Rate,Giraffe
der,Ratgeber,adviser,A,Work,der Ratgeber,Tiger
der,Ratschlag,advice,A,Psychology,der Ratschlag,Schlag
das,Rätsel,riddle,A,Science,das Rätsel,Büffel
die,Ratte,rat,A,Animals,die Ratte,Giraffe
der,Rauch,smoke,M,Science,der Rauch,Bauch
der,Raum,room / space,B,House,der Raum,
die,Reaktion,reaction,B,Science,die Reaktion,Emotion
der,Reaktor,reactor,B,Society,der Reaktor,Alligator
die,Realität,reality,M,Psychology,die Realität,Antiquität
die,Rebellion,rebellion ,B,Military,die Rebellion,Emotion
die,Rechnung,bill,A,Work,die Rechnung,Kleidung
das,Recht,right,B,Conceptional,das Recht,
die,Rede,speech,M,Leisure,die Rede,Giraffe
die,Referenz,reference,M,Society,die Referenz,Eleganz
die,Reflexion,reflection,A,Psychology,die Reflexion,Emotion
das,Regal,shelf,M,House,das Regal,Regal
die,Regel,rule,M,Conceptional,die Regel,Büffel
die,Regel,rule,M,Education,die Regel,Büffel
der,Regen,rain,B,Nature,der Regen,Schinken
der,Regenschirm,umbrella,A,House,der Regenschirm,
der,Regentropfen,raindrop,B,Nature,der Regentropfen,Schinken
die,Regierung,government,A,Society,die Regierung,Kleidung
das,Regime,regime,B,Society,das Regime,Giraffe
die,Region,region,B,Nature,die Region,Emotion
das,Register,register,B,Education,das Register,Tiger
das,Reh,deer,A,Animals,das Reh,
das,Reich,empire,M,Society,das Reich,König
der,Reichtum,wealth,A,Society,der Reichtum,Museum
die,Reichweite,range,A,Transportation,die Reichweite,Giraffe
der,Reifen,tire,A,Transportation,der Reifen,Schinken
die,Reihe,row,M,Science,die Reihe,Giraffe
der,Reis,rice,B,Food,der Reis,
die,Reise,travel,B,Transportation,die Reise,Giraffe
das,Relief,relief,M,Conceptional,das Relief,
die,Religion,religion,B,Society,die Religion,Emotion
das,Rennen,race,B,Leisure,das Rennen,
der,Reporter,reporter,M,Work,der Reporter,Tiger
die,Republik,republic,B,Society,die Republik,Musik
die,Reserve,reserve ,B,Military,die Reserve,Giraffe
der,Respekt,respect,B,Psychology,der Respekt,
die,Ressource,resource,M,Work,die Ressource,Giraffe
das,Restaurant,restaurant,B,Food,das Restaurant,Elefant
die,Revolte,revolt ,B,Military,der Revolte,Giraffe
die,Revolution,revolution ,B,Military,die Revolution,Emotion
die,Rezeption,reception,B,Society,die Rezeption,Emotion
der,Rhythmus,rhythm,M,The arts,der Rhythmus,
der,Richter,judge,M,Work,der Richter,Tiger
die ,Richterin,judge (female),A,Work,die Richterin,Königin
die,Richtlinie,guideline,B,Society,die Richtlinie,Giraffe
die,Richtung,direction,A,Transportation,die Richtung,Kleidung
der,Ring,ring,B,Shopping,der Ring,
die,Rippe,rib,A,Health,die Rippe,Giraffe
das,Risiko,risk,B,Psychology,das Risiko,Foto
der,Riss,crack,A,House,der Riss,
der,Ritter,knight,M,Military,der Ritter,Tiger
das,Ritual,ritual,M,Society,das Ritual,Regal
der,Roboter,robot,M,Work,der Roboter,Tiger
der,Rock,skirt,M,Shopping,der Rock,Dreck
der,Roggen,rye,A,Food,der Roggen,Schinken
das,Rohr,tube,M,Transportation,das Rohr,
die,Rolle,role,M,The arts,die Rolle,Giraffe
der,Rollstuhl,wheelchair,M,Health,der Rollstuhl,
der,Roman,novel,M,The arts,der Roman,
die,Romantik,romanticism,A,Society,die Romantik,Musik
das,Rosa,pink,B,Conceptional,das Rosa,
die,Rose,rose,M,Nature,die Rose,Giraffe
das ,Rot,red,M,Education,das  Rot,
das,Rotkehlchen,robin,A,Animals,das Rotkehlchen,Häuschen
der ,Rotwein,red wine,B,Food,der  Rotwein,
die,Route,route,M,Transportation,die Route,Giraffe
die,Routine,routine,M,Conceptional,die Routine,Giraffe
der,Rubin,ruby,A,Science,der Rubin,
der,Rücken,back,M,Conceptional,der Rücken,Schinken
die,Rückkehr,return,M,Transportation,die Rückkehr,
die,Rückmeldung,feedback ,A,Education,die Rückmeldung,Kleidung
der,Rucksack,backpack,M,Shopping,der Rucksack,Dreck
der,Rückzug,withdrawal,A,Military,der Rückzug,
der,Ruf,call,B,Work,der Ruf,
der,Ruhm,glory,A,Military,der Ruhm,
die,Ruine,ruin,M,Conceptional,die Ruine,Giraffe
der ,Rum,rum,A,Food,der  Rum,Museum
der,Rumpf,torso,M,Health,der Rumpf,
die,Runde,round,M,Conceptional,die Runde,Giraffe
der,Rüssel,trunk,A,Nature,der Rüssel,Büffel
das,Russisch,Russian (language),B,Education,das Russisch,
die,Rüstung,armor,A,Military,die Rüstung,Kleidung
der,Rutsch,slip,A,Leisure,der Rutsch,
die,Saat,seed,M,Nature,die Saat,
der,Sack,sack,B,Shopping,der Sack,Dreck
der,Saft,juice,M,Food,der Saft,
der,Salat,salad,B,Food,der Salat,
das,Salz,salt,M,Food,das Salz,
die,Sammlung,collection,A,The arts,die Sammlung,Kleidung
der,Samstag,Saturday,M,Time,der Samstag,Schlag
der,Samt,velvet,A,Shopping,der Samt,
der,Sand,sand,B,Nature,der Sand,Hund
das,Sandwich,sandwich,M,Food,das Sandwich,König
der,Sänger,singer,M,The arts,der Sänger,Tiger
der,Sarg,coffin,A,Society,der Sarg,
der,Satellit,satellite,M,Work,der Satellit,
der,Sattel,saddle,A,Transportation,der Sattel,Büffel
der,Saturn,Saturn,A,Science,der Saturn,
der,Satz,sentence,M,Education,der Satz,
die,Sauce,sauce,M,Food,die Sauce,Giraffe
der,Sauerstoff,oxygen,A,Science,der Sauerstoff,
der,Säugling,baby,A,Family,der Säugling,
der,Schädel,skull,M,Health,der Schädel,Büffel
der,Schaden,damage,A,Society,der Schaden,Schinken
das,Schaf,sheep,M,Animals,das Schaf,
der,Schal,scarf,B,Shopping,der Schal,Regal
die,Schale,bowl,M,Food,die Schale,Giraffe
der,Schalter,switch,M,Conceptional,der Schalter,Tiger
das,Schaltjahr,leap year ,A,Time,das Schaltjahr,
die,Schande,disgrace,A,Society,die Schande,Giraffe
der,Schatten,shadow,B,Conceptional,der Schatten,Schinken
die,Schattierung,shade,A,Science,die Schattierung,Kleidung
der,Schatz,treasure,M,Society,der Schatz,
die,Schaufel,shovel,A,House,die Schaufel,Büffel
der,Schauspieler,actor,M,The arts,der Schauspieler,Tiger
die,Schauspielerin,actress,M,The arts,die Schauspielerin,Königin
die,Scheibe,disk,A,The arts,die Scheibe,Giraffe
die,Scheidung,divorce,M,Family,die Scheidung,Kleidung
der,Scheinwerfer,headlight,B,Transportation,der Scheinwerfer,Tiger
die,Schere,scissors ,A,Education,die Schere,Giraffe
die,Scheune,barn,M,Animals,die Scheune,Giraffe
die,Schicht,layer,B,Society,die Schicht,
das,Schicksal,fate,A,Psychology,das Schicksal,Regal
die,Schiene,rail,A,Transportation,die Schiene,Giraffe
das,Schiff,ship,B,Transportation,das Schiff,
die,Schildkröte,turtle,A,Animals,die Schildkröte,Giraffe
das,Schilf,reed,A,Nature,das Schilf,
der,Schimpanse,chimpanzee,B,Animals,der Schimpanse,Giraffe
der,Schinken,ham,A,Food,der Schinken,Schinken
